Dates,Day Of Week,Load,Temp,Dew Point,Humidity,Cloud Cover
1/1/2014 2:00,4,1936,39,31,73,30
1/1/2014 17:00,4,2724,61,45,56,30
1/2/2014 0:00,5,1904,44,40,85,0
1/2/2014 21:00,5,2591,51,33,50,30
1/3/2014 11:00,6,2646,71,32,24,70
1/3/2014 23:00,6,2096,53,44,72,100
1/4/2014 2:00,7,1763,52,44,75,100
1/4/2014 17:00,7,2742,58,51,78,70
1/5/2014 18:00,1,2782,59,40,49,30
1/5/2014 21:00,1,2415,51,24,35,0
1/6/2014 11:00,2,2537,73,-1,5,0
1/6/2014 19:00,2,2846,51,18,27,30
1/6/2014 22:00,2,2316,52,20,28,0
1/7/2014 17:00,3,2883,60,46,60,30
1/8/2014 12:00,4,2490,64,44,48,30
1/8/2014 18:00,4,2974,52,48,86,30
1/8/2014 21:00,4,2568,51,48,89,70
1/9/2014 9:00,5,2475,56,47,72,70
1/9/2014 11:00,5,2521,62,46,56,30
1/9/2014 15:00,5,2460,60,47,62,70
1/9/2014 19:00,5,2880,48,44,86,30
1/9/2014 22:00,5,2315,45,42,90,30
1/10/2014 17:00,6,2824,61,44,54,30
1/11/2014 12:00,7,2240,73,36,26,30
1/11/2014 18:00,7,2746,54,45,72,30
1/12/2014 5:00,1,1777,49,47,93,100
1/12/2014 9:00,1,2017,53,45,74,30
1/12/2014 15:00,1,2104,62,46,56,30
1/12/2014 16:00,1,2256,62,48,60,30
1/12/2014 19:00,1,2725,52,48,86,30
1/12/2014 20:00,1,2600,51,47,86,30
1/12/2014 22:00,1,2196,50,46,86,30
1/13/2014 13:00,2,2578,79,8,6,0
1/1/2014 12:00,4,2294,65,39,39,0
1/2/2014 5:00,5,1989,42,32,68,0
1/2/2014 6:00,5,2228,48,29,48,30
1/2/2014 7:00,5,2385,49,26,41,30
1/2/2014 9:00,5,2617,72,24,17,30
1/2/2014 10:00,5,2667,71,30,22,30
1/2/2014 15:00,5,2530,72,33,24,30
1/2/2014 16:00,5,2595,69,33,26,30
1/2/2014 20:00,5,2777,51,34,52,30
1/3/2014 3:00,6,1819,45,29,54,30
1/3/2014 13:00,6,2595,73,39,29,70
1/3/2014 14:00,6,2520,70,38,31,70
1/5/2014 4:00,1,1756,44,40,85,30
1/5/2014 5:00,1,1822,44,39,83,70
1/5/2014 6:00,1,1928,46,40,79,30
1/5/2014 7:00,1,1988,45,38,77,30
1/5/2014 10:00,1,2122,72,26,18,30
1/5/2014 16:00,1,2355,67,41,39,30
1/5/2014 20:00,1,2593,54,31,42,0
1/6/2014 3:00,2,1796,49,10,21,0
1/6/2014 8:00,2,2505,56,10,16,0
1/6/2014 13:00,2,2524,74,1,5,30
1/6/2014 14:00,2,2519,74,0,5,30
1/7/2014 1:00,3,1851,46,14,27,0
1/8/2014 4:00,4,1839,49,47,93,100
1/8/2014 6:00,4,2338,41,38,89,30
1/8/2014 7:00,4,2462,39,35,86,30
1/8/2014 10:00,4,2502,57,44,62,70
1/9/2014 0:00,5,1910,55,49,80,100
1/9/2014 3:00,5,1754,54,48,80,100
1/9/2014 8:00,5,2472,54,47,77,70
1/9/2014 13:00,5,2457,62,47,58,70
1/9/2014 14:00,5,2436,61,47,60,30
1/1/2014 5:00,4,1922,41,31,67,30
1/1/2014 6:00,4,2011,41,30,65,30
1/1/2014 18:00,4,2773,53,43,69,30
1/1/2014 23:00,4,2041,44,39,83,30
1/2/2014 12:00,5,2655,74,30,20,30
1/2/2014 13:00,5,2620,76,25,15,30
1/2/2014 14:00,5,2544,76,21,13,30
1/3/2014 8:00,6,2504,55,29,37,30
1/3/2014 17:00,6,2906,59,43,56,70
1/3/2014 19:00,6,2818,50,45,83,70
1/3/2014 20:00,6,2714,50,42,74,70
1/4/2014 6:00,7,1946,50,38,63,70
1/4/2014 18:00,7,2778,52,48,86,30
1/4/2014 23:00,7,2080,47,44,90,70
1/5/2014 9:00,1,2096,65,35,33,30
1/5/2014 12:00,1,2176,75,28,18,30
1/5/2014 13:00,1,2174,74,25,16,30
1/5/2014 14:00,1,2186,74,30,20,30
1/6/2014 17:00,2,2896,65,21,19,30
1/6/2014 20:00,2,2776,48,15,27,0
1/7/2014 3:00,3,1841,47,12,24,0
1/7/2014 18:00,3,2932,54,46,75,70
1/7/2014 23:00,3,2063,55,51,87,70
1/8/2014 9:00,4,2503,53,47,80,30
1/8/2014 14:00,4,2481,64,49,58,30
1/9/2014 4:00,5,1802,55,48,77,100
1/9/2014 20:00,5,2765,46,41,83,30
1/10/2014 3:00,6,1834,45,42,90,30
1/10/2014 18:00,6,2858,57,45,64,30
1/11/2014 9:00,7,2237,60,38,44,30
1/11/2014 10:00,7,2250,64,40,41,30
1/11/2014 21:00,7,2433,47,42,83,30
1/12/2014 4:00,1,1714,51,49,92,70
1/14/2014 12:00,3,2620,84,8,5,0
1/14/2014 18:00,3,3007,72,8,8,0
1/15/2014 5:00,4,1998,52,10,18,0
1/15/2014 6:00,4,2298,51,11,20,0
1/15/2014 7:00,4,2410,49,12,22,0
1/15/2014 9:00,4,2447,75,9,8,0
1/15/2014 10:00,4,2518,79,5,6,0
1/15/2014 15:00,4,2705,82,11,7,0
1/15/2014 16:00,4,2713,76,16,10,0
1/15/2014 19:00,4,2869,57,20,24,0
1/15/2014 20:00,4,2733,55,13,19,0
1/15/2014 22:00,4,2270,52,12,20,0
1/16/2014 13:00,5,2676,84,5,5,0
1/16/2014 14:00,5,2687,84,7,5,0
1/17/2014 12:00,6,2578,82,0,4,30
1/18/2014 5:00,7,1831,53,8,16,30
1/18/2014 6:00,7,1962,48,8,19,30
1/18/2014 7:00,7,2043,48,8,19,30
1/18/2014 10:00,7,2224,74,1,5,30
1/18/2014 15:00,7,2279,75,5,6,70
1/18/2014 16:00,7,2346,73,16,11,70
1/18/2014 20:00,7,2525,51,21,31,30
1/19/2014 3:00,1,1739,51,11,20,30
1/19/2014 13:00,1,2181,79,9,7,30
1/19/2014 14:00,1,2170,76,14,9,70
1/21/2014 4:00,3,1793,49,21,33,30
1/21/2014 6:00,3,2279,54,15,21,30
1/21/2014 7:00,3,2426,56,15,20,70
1/21/2014 10:00,3,2540,74,13,9,0
1/21/2014 16:00,3,2590,71,37,29,70
1/21/2014 20:00,3,2683,61,36,39,100
1/22/2014 3:00,4,1688,53,34,48,70
1/22/2014 8:00,4,2337,58,28,32,30
1/1/2014 4:00,4,1899,41,32,70,30
1/1/2014 7:00,4,2055,39,27,62,30
1/1/2014 16:00,4,2326,67,45,45,30
1/1/2014 20:00,4,2627,48,40,74,30
1/2/2014 3:00,5,1809,41,34,76,30
1/2/2014 8:00,5,2503,62,26,25,30
1/2/2014 18:00,5,2963,54,35,49,30
1/3/2014 5:00,6,1993,43,28,56,0
1/3/2014 6:00,6,2225,47,28,48,0
1/3/2014 9:00,6,2605,65,27,24,30
1/3/2014 10:00,6,2652,69,27,21,30
1/3/2014 22:00,6,2332,51,46,83,0
1/4/2014 4:00,7,1796,50,41,71,70
1/4/2014 7:00,7,2025,49,37,64,70
1/4/2014 13:00,7,2173,69,45,42,70
1/5/2014 3:00,1,1781,45,41,86,30
1/5/2014 8:00,1,2067,51,39,64,30
1/6/2014 5:00,2,2023,51,6,16,0
1/6/2014 6:00,2,2337,46,10,23,0
1/6/2014 9:00,2,2514,65,6,10,0
1/6/2014 10:00,2,2537,70,3,7,0
1/6/2014 23:00,2,2076,49,18,29,0
1/7/2014 4:00,3,1873,46,12,25,0
1/7/2014 13:00,3,2453,69,18,14,70
1/7/2014 14:00,3,2449,71,33,25,70
1/8/2014 3:00,4,1810,45,43,93,70
1/8/2014 8:00,4,2513,47,40,77,30
1/9/2014 5:00,5,1988,55,48,77,100
1/9/2014 6:00,5,2287,55,47,74,100
1/9/2014 10:00,5,2488,59,46,62,30
1/9/2014 23:00,5,2080,44,41,89,30
1/10/2014 4:00,6,1861,44,41,89,30
1/10/2014 13:00,6,2472,69,39,33,30
1/10/2014 1:00,6,1853,45,42,90,30
1/10/2014 23:00,6,2102,48,40,74,30
1/11/2014 2:00,7,1839,47,38,71,0
1/11/2014 4:00,7,1843,51,37,59,0
1/12/2014 0:00,1,1886,53,51,93,100
1/12/2014 3:00,1,1681,51,48,89,70
1/12/2014 8:00,1,1989,49,45,86,30
1/13/2014 1:00,2,1756,45,40,83,30
1/13/2014 23:00,2,2050,52,12,20,0
1/14/2014 2:00,3,1821,50,12,22,0
1/14/2014 4:00,3,1855,45,12,26,0
1/15/2014 0:00,4,1889,49,13,23,0
1/15/2014 8:00,4,2428,65,11,12,0
1/15/2014 21:00,4,2531,58,11,15,0
1/16/2014 1:00,5,1807,51,13,22,0
1/16/2014 11:00,5,2624,81,5,5,0
1/16/2014 23:00,5,2026,51,4,14,0
1/17/2014 2:00,6,1783,52,6,15,0
1/17/2014 17:00,6,2828,70,17,13,30
1/18/2014 0:00,7,1898,50,15,25,30
1/18/2014 21:00,7,2381,50,20,30,30
1/19/2014 11:00,1,2141,76,5,6,30
1/19/2014 23:00,1,1969,51,23,33,30
1/20/2014 2:00,2,1718,48,21,34,30
1/20/2014 17:00,2,2836,65,30,27,30
1/21/2014 18:00,3,2913,62,34,35,70
1/21/2014 21:00,3,2478,57,37,47,100
1/22/2014 9:00,4,2360,63,30,29,30
1/22/2014 11:00,4,2434,71,28,20,30
1/22/2014 19:00,4,2788,53,48,83,70
1/22/2014 22:00,4,2199,55,53,93,100
1/23/2014 17:00,5,2802,60,48,65,70
1/24/2014 12:00,6,2477,67,46,47,100
1/10/2014 14:00,6,2469,70,37,30,30
1/11/2014 1:00,7,1889,48,38,68,30
1/11/2014 8:00,7,2194,52,37,57,30
1/12/2014 6:00,1,1909,44,42,93,70
1/12/2014 10:00,1,2054,57,45,64,30
1/12/2014 11:00,1,2064,56,48,75,30
1/12/2014 23:00,1,1989,49,44,83,0
1/13/2014 0:00,2,1841,48,43,83,30
1/13/2014 14:00,2,2577,77,8,7,0
1/14/2014 1:00,3,1832,48,12,23,0
1/15/2014 2:00,4,1793,50,14,24,0
1/15/2014 11:00,4,2614,82,6,5,0
1/15/2014 23:00,4,2036,51,12,21,0
1/16/2014 0:00,5,1880,52,13,21,0
1/17/2014 1:00,6,1832,52,5,15,0
1/18/2014 2:00,7,1791,52,13,21,30
1/18/2014 11:00,7,2245,77,5,6,30
1/18/2014 19:00,7,2618,53,23,31,30
1/19/2014 0:00,1,1872,55,16,21,70
1/19/2014 21:00,1,2372,54,22,29,30
1/20/2014 1:00,2,1759,50,22,33,30
1/20/2014 12:00,2,2453,75,21,13,30
1/21/2014 2:00,3,1732,46,26,46,30
1/21/2014 11:00,3,2567,75,10,8,70
1/21/2014 15:00,3,2526,74,24,15,70
1/21/2014 17:00,3,2866,68,33,27,70
1/21/2014 19:00,3,2811,61,36,39,70
1/22/2014 0:00,4,1829,56,50,81,100
1/22/2014 21:00,4,2453,55,51,87,100
1/23/2014 12:00,5,2380,66,40,39,70
1/24/2014 2:00,6,1792,53,48,83,100
1/24/2014 7:00,6,2372,53,44,72,70
1/24/2014 15:00,6,2450,65,43,45,100
1/13/2014 3:00,2,1792,44,31,60,0
1/13/2014 15:00,2,2576,77,7,7,0
1/14/2014 9:00,3,2550,72,8,8,0
1/14/2014 10:00,3,2576,77,10,8,0
1/14/2014 21:00,3,2557,58,6,12,0
1/15/2014 4:00,4,1814,55,10,16,0
1/16/2014 3:00,5,1782,48,13,24,0
1/16/2014 15:00,5,2700,78,14,9,0
1/16/2014 16:00,5,2696,77,9,7,0
1/17/2014 10:00,6,2505,78,2,5,0
1/17/2014 21:00,6,2462,54,15,21,30
1/18/2014 4:00,7,1755,52,10,18,30
1/18/2014 22:00,7,2196,54,20,26,30
1/19/2014 1:00,1,1813,56,14,19,70
1/19/2014 7:00,1,1930,54,10,17,30
1/19/2014 15:00,1,2189,73,18,12,70
1/19/2014 16:00,1,2276,73,27,18,30
1/20/2014 11:00,2,2407,72,19,13,30
1/20/2014 21:00,2,2485,50,28,43,30
1/21/2014 0:00,3,1856,47,27,46,30
1/21/2014 5:00,3,1968,51,21,31,30
1/21/2014 22:00,3,2223,58,35,42,100
1/22/2014 1:00,4,1753,56,50,81,100
1/22/2014 7:00,4,2330,45,27,49,30
1/22/2014 15:00,4,2445,72,34,25,30
1/22/2014 16:00,4,2514,67,44,44,30
1/23/2014 2:00,5,1754,50,48,93,100
1/23/2014 8:00,5,2425,43,41,93,70
1/23/2014 11:00,5,2466,61,41,48,70
1/24/2014 0:00,6,1870,53,49,86,100
1/24/2014 5:00,6,1965,52,47,83,100
1/24/2014 6:00,6,2267,51,46,83,70
1/24/2014 22:00,6,2242,59,51,75,100
1/24/2014 18:00,6,2823,63,46,54,70
1/24/2014 21:00,6,2461,60,53,78,100
1/25/2014 5:00,7,1879,58,36,44,70
1/25/2014 9:00,7,2123,65,49,56,70
1/25/2014 11:00,7,2176,71,42,35,30
1/25/2014 15:00,7,2173,71,39,31,30
1/25/2014 19:00,7,2585,58,43,58,30
1/25/2014 22:00,7,2160,53,42,66,30
1/26/2014 17:00,1,2556,62,46,56,70
1/27/2014 12:00,2,2453,67,48,51,30
1/27/2014 18:00,2,2924,59,52,78,70
1/27/2014 21:00,2,2485,52,48,86,30
1/28/2014 6:00,3,2258,49,47,93,70
1/28/2014 10:00,3,2406,56,53,90,70
1/28/2014 11:00,3,2442,63,52,68,70
1/28/2014 16:00,3,2507,65,50,59,70
1/28/2014 19:00,3,2828,51,48,89,70
1/28/2014 20:00,3,2715,50,48,93,70
1/28/2014 22:00,3,2237,46,44,93,70
1/28/2014 23:00,3,1996,50,49,96,100
1/29/2014 17:00,4,2792,63,47,56,30
1/30/2014 12:00,5,2491,60,52,75,100
1/30/2014 18:00,5,2821,58,52,81,100
1/30/2014 21:00,5,2414,58,53,84,100
1/31/2014 6:00,6,2162,55,51,87,100
1/31/2014 9:00,6,2432,56,50,81,100
1/31/2014 10:00,6,2443,57,48,72,100
1/31/2014 11:00,6,2413,58,47,67,100
1/31/2014 15:00,6,2287,59,44,58,70
1/31/2014 16:00,6,2455,58,45,62,70
1/31/2014 19:00,6,2762,51,44,77,30
1/31/2014 20:00,6,2671,51,45,80,30
1/31/2014 22:00,6,2308,48,43,83,30
2/1/2014 14:00,7,2101,62,38,41,30
2/1/2014 17:00,7,2536,57,34,42,30
2/2/2014 12:00,1,2191,61,34,36,70
2/3/2014 4:00,2,1834,49,43,80,70
2/3/2014 5:00,2,2019,45,42,90,30
2/3/2014 6:00,2,2357,46,42,86,30
2/3/2014 9:00,2,2517,53,44,72,70
2/3/2014 10:00,2,2521,55,43,64,70
2/3/2014 15:00,2,2418,59,41,51,30
2/3/2014 16:00,2,2487,58,41,53,30
2/3/2014 19:00,2,2939,49,43,80,30
2/3/2014 20:00,2,2819,51,44,77,70
2/4/2014 8:00,3,2562,51,44,77,70
2/4/2014 14:00,3,2424,60,39,46,70
2/6/2014 4:00,5,1755,50,43,77,70
2/6/2014 5:00,5,1950,51,43,74,70
2/6/2014 6:00,5,2262,50,43,77,70
2/6/2014 7:00,5,2410,51,43,74,70
2/6/2014 9:00,5,2472,57,45,64,30
2/6/2014 10:00,5,2515,59,46,62,70
2/6/2014 15:00,5,2509,59,44,58,70
2/6/2014 19:00,5,2915,52,48,86,100
2/7/2014 8:00,6,2491,54,51,90,70
2/7/2014 13:00,6,2416,61,44,54,70
2/7/2014 14:00,6,2383,62,48,60,30
2/9/2014 4:00,1,1720,54,50,87,70
2/9/2014 5:00,1,1775,54,50,87,70
2/9/2014 7:00,1,1945,55,50,83,100
2/9/2014 9:00,1,2169,58,49,72,70
2/9/2014 15:00,1,2138,63,49,60,70
2/10/2014 0:00,2,1812,54,50,87,70
2/10/2014 3:00,2,1686,49,47,93,70
2/10/2014 8:00,2,2475,55,51,87,30
1/22/2014 13:00,4,2398,75,28,18,30
1/22/2014 14:00,4,2439,73,32,22,30
1/23/2014 1:00,5,1797,51,49,92,100
1/24/2014 4:00,6,1790,53,48,83,100
1/25/2014 0:00,7,1866,61,49,65,70
1/25/2014 3:00,7,1818,59,37,44,70
1/25/2014 8:00,7,2085,60,53,78,70
1/25/2014 14:00,7,2144,71,42,35,30
1/26/2014 1:00,1,1762,51,44,77,30
1/26/2014 23:00,1,1911,57,51,81,70
1/27/2014 2:00,2,1687,58,54,87,70
1/27/2014 4:00,2,1688,53,51,93,30
1/27/2014 5:00,2,1869,51,48,89,30
1/27/2014 7:00,2,2302,52,48,86,0
1/28/2014 0:00,3,1835,48,45,89,30
1/28/2014 3:00,3,1731,47,44,90,30
1/28/2014 8:00,3,2404,52,51,97,100
1/28/2014 13:00,3,2427,66,51,59,0
1/29/2014 1:00,4,1762,51,50,96,100
1/30/2014 2:00,5,1717,53,50,89,100
1/30/2014 7:00,5,2352,53,48,83,70
1/31/2014 0:00,6,1773,57,54,90,100
1/31/2014 3:00,6,1659,56,52,87,100
1/31/2014 13:00,6,2309,58,46,65,70
2/1/2014 1:00,7,1836,46,42,86,30
2/2/2014 2:00,1,1850,42,34,73,0
2/3/2014 0:00,2,1863,50,43,77,100
2/3/2014 3:00,2,1762,47,44,90,70
2/3/2014 18:00,2,3002,51,42,71,30
2/4/2014 1:00,3,1833,46,42,86,70
2/4/2014 22:00,3,2301,52,44,75,70
2/4/2014 23:00,3,2049,52,44,75,70
2/5/2014 2:00,4,1762,50,44,80,70
1/25/2014 1:00,7,1757,59,46,62,70
1/25/2014 7:00,7,1936,57,51,81,70
1/25/2014 13:00,7,2158,71,43,36,30
1/25/2014 16:00,7,2241,71,41,34,30
1/26/2014 2:00,1,1748,51,43,74,30
1/26/2014 8:00,1,1922,58,42,56,30
1/26/2014 11:00,1,2115,69,49,49,30
1/26/2014 19:00,1,2646,61,44,54,100
1/27/2014 0:00,2,1742,58,52,81,100
1/27/2014 6:00,2,2186,50,47,89,30
1/27/2014 22:00,2,2216,50,47,89,30
1/28/2014 1:00,3,1789,49,46,90,30
1/28/2014 7:00,3,2375,51,49,92,70
1/28/2014 12:00,3,2430,66,52,61,70
1/28/2014 14:00,3,2434,68,48,49,0
1/28/2014 15:00,3,2443,67,48,51,30
1/29/2014 2:00,4,1749,51,50,96,100
1/29/2014 8:00,4,2383,50,47,89,30
1/29/2014 11:00,4,2444,69,44,41,30
1/30/2014 0:00,5,1818,52,49,89,100
1/30/2014 5:00,5,1904,54,49,83,70
1/30/2014 6:00,5,2234,55,49,80,70
1/31/2014 1:00,6,1695,56,53,90,100
1/31/2014 7:00,6,2258,55,50,83,100
1/31/2014 12:00,6,2364,59,47,64,70
1/31/2014 14:00,6,2273,61,43,52,70
2/1/2014 2:00,7,1792,44,41,89,30
2/1/2014 8:00,7,2174,50,45,83,30
2/1/2014 11:00,7,2180,59,38,46,30
2/1/2014 19:00,7,2688,50,35,57,0
2/1/2014 20:00,7,2605,46,35,66,0
2/2/2014 5:00,1,1863,43,33,68,0
2/2/2014 6:00,1,1972,44,32,63,30
2/6/2014 18:00,5,2970,53,46,77,100
2/6/2014 21:00,5,2580,52,50,93,100
2/7/2014 1:00,6,1866,52,50,93,100
2/7/2014 11:00,6,2471,59,49,69,70
2/7/2014 22:00,6,2319,54,49,83,30
2/7/2014 23:00,6,2093,52,48,86,30
2/8/2014 17:00,7,2504,59,47,64,30
2/9/2014 12:00,1,2118,62,49,62,70
2/9/2014 18:00,1,2742,56,51,84,30
2/9/2014 21:00,1,2407,55,51,87,70
2/10/2014 11:00,2,2502,62,50,65,70
2/10/2014 16:00,2,2506,60,51,72,70
2/10/2014 20:00,2,2747,53,48,83,30
2/10/2014 22:00,2,2263,50,47,89,30
2/10/2014 23:00,2,2028,48,44,86,0
2/11/2014 17:00,3,2747,67,46,47,70
2/12/2014 12:00,4,2554,79,34,20,30
2/12/2014 18:00,4,2939,67,39,36,30
2/12/2014 21:00,4,2531,54,40,59,30
2/13/2014 6:00,5,2261,54,36,51,30
2/13/2014 10:00,5,2548,78,31,18,30
2/13/2014 11:00,5,2588,81,31,16,30
2/13/2014 16:00,5,2642,79,21,11,30
2/13/2014 19:00,5,2838,61,47,60,0
2/13/2014 20:00,5,2736,58,48,70,0
2/13/2014 22:00,5,2281,53,40,61,0
2/14/2014 17:00,6,2732,74,42,32,30
2/15/2014 12:00,7,2273,81,31,16,70
2/15/2014 21:00,7,2397,58,37,46,70
2/16/2014 5:00,1,1748,49,47,93,70
2/16/2014 6:00,1,1822,53,51,93,100
2/16/2014 9:00,1,2053,66,40,39,70
2/16/2014 10:00,1,2087,67,46,47,70
1/24/2014 16:00,6,2524,64,49,58,100
1/24/2014 17:00,6,2802,63,47,56,100
1/24/2014 19:00,6,2728,62,46,56,70
1/24/2014 20:00,6,2626,60,45,58,100
1/25/2014 18:00,7,2659,61,44,54,30
1/25/2014 21:00,7,2340,54,43,67,30
1/26/2014 9:00,1,2020,64,47,54,30
1/26/2014 12:00,1,2131,67,51,57,70
1/26/2014 22:00,1,2094,57,51,81,70
1/27/2014 11:00,2,2446,65,50,59,30
1/27/2014 15:00,2,2458,68,46,45,30
1/27/2014 16:00,2,2535,63,51,65,70
1/27/2014 17:00,2,2853,59,53,81,70
1/27/2014 19:00,2,2817,58,52,81,70
1/27/2014 20:00,2,2696,55,50,83,30
1/28/2014 18:00,3,2909,55,51,87,70
1/28/2014 21:00,3,2495,48,46,93,30
1/29/2014 12:00,4,2487,68,48,49,30
1/29/2014 22:00,4,2214,55,51,87,100
1/30/2014 4:00,5,1738,53,49,86,100
1/30/2014 15:00,5,2445,60,53,78,100
1/30/2014 16:00,5,2514,60,52,75,100
1/30/2014 17:00,5,2759,59,52,78,100
1/30/2014 19:00,5,2739,58,53,84,70
1/30/2014 20:00,5,2621,58,53,84,100
1/31/2014 8:00,6,2343,54,51,90,100
1/31/2014 18:00,6,2846,54,45,72,70
1/31/2014 21:00,6,2515,47,42,83,30
2/1/2014 6:00,7,2001,42,39,89,30
2/1/2014 10:00,7,2198,58,41,53,30
2/1/2014 22:00,7,2282,41,34,76,0
2/2/2014 4:00,1,1798,43,33,68,0
2/2/2014 7:00,1,2059,44,31,60,70
2/2/2014 18:00,1,2658,56,45,67,70
2/3/2014 1:00,2,1798,49,43,80,100
2/3/2014 7:00,2,2485,47,42,83,70
2/3/2014 12:00,2,2503,61,45,56,70
2/3/2014 13:00,2,2466,57,45,64,70
2/3/2014 14:00,2,2424,58,44,60,70
2/4/2014 11:00,3,2506,57,43,60,70
2/4/2014 17:00,3,2760,55,42,62,70
2/4/2014 19:00,3,2907,51,43,74,70
2/4/2014 20:00,3,2795,50,43,77,70
2/5/2014 5:00,4,2024,45,41,86,100
2/5/2014 18:00,4,2924,54,44,69,30
2/5/2014 23:00,4,2049,47,43,86,30
2/6/2014 12:00,5,2480,59,46,62,70
2/6/2014 13:00,5,2486,61,43,52,70
2/6/2014 14:00,5,2473,61,46,58,70
2/7/2014 4:00,6,1871,53,51,93,70
2/7/2014 17:00,6,2685,57,48,72,70
2/7/2014 19:00,6,2771,54,48,80,30
2/7/2014 20:00,6,2672,52,48,86,30
2/8/2014 5:00,7,1853,47,44,90,0
2/8/2014 18:00,7,2693,56,50,81,30
2/8/2014 23:00,7,2037,56,52,87,100
2/9/2014 10:00,1,2204,59,49,69,70
2/9/2014 13:00,1,2100,63,49,60,30
2/10/2014 4:00,2,1749,50,47,89,30
2/10/2014 17:00,2,2770,60,52,75,70
2/10/2014 19:00,2,2878,57,51,81,30
2/11/2014 23:00,3,2023,53,49,86,30
2/12/2014 9:00,4,2474,72,29,20,30
2/12/2014 10:00,4,2510,76,27,16,30
2/13/2014 4:00,5,1821,50,37,61,30
2/13/2014 17:00,5,2764,71,28,20,30
2/2/2014 15:00,1,2198,61,43,52,70
2/2/2014 17:00,1,2532,57,45,64,70
2/2/2014 19:00,1,2670,54,44,69,70
2/2/2014 20:00,1,2618,50,43,77,70
2/3/2014 8:00,2,2517,50,44,80,70
2/3/2014 21:00,2,2595,49,43,80,70
2/4/2014 6:00,3,2401,46,42,86,30
2/4/2014 9:00,3,2553,55,45,69,70
2/4/2014 10:00,3,2547,58,44,60,70
2/5/2014 4:00,4,1834,46,41,83,30
2/5/2014 7:00,4,2484,45,41,86,30
2/5/2014 14:00,4,2346,60,42,52,30
2/5/2014 15:00,4,2384,61,43,52,30
2/5/2014 17:00,4,2731,56,43,62,30
2/6/2014 3:00,5,1698,49,44,83,70
2/6/2014 8:00,5,2456,53,44,72,70
2/7/2014 5:00,6,2004,54,51,90,70
2/7/2014 6:00,6,2292,53,51,93,70
2/7/2014 9:00,6,2534,57,53,87,70
2/7/2014 10:00,6,2507,57,50,78,70
2/8/2014 4:00,7,1775,47,44,90,0
2/8/2014 7:00,7,2063,46,43,89,30
2/8/2014 14:00,7,2129,63,46,54,30
2/9/2014 3:00,1,1756,52,49,89,70
2/9/2014 8:00,1,2080,56,50,81,70
2/10/2014 5:00,2,1939,48,46,93,30
2/10/2014 6:00,2,2249,48,45,89,30
2/10/2014 9:00,2,2539,59,50,72,70
2/10/2014 10:00,2,2553,60,49,67,70
2/11/2014 0:00,3,1875,48,45,89,30
2/11/2014 7:00,3,2432,49,46,90,30
2/11/2014 13:00,3,2527,72,44,37,30
2/11/2014 14:00,3,2521,72,47,41,30
2/10/2014 13:00,2,2477,63,50,63,70
2/10/2014 14:00,2,2467,62,51,67,70
2/12/2014 2:00,4,1751,52,41,66,30
2/12/2014 4:00,4,1807,52,39,61,30
2/12/2014 5:00,4,1992,48,39,71,30
2/12/2014 7:00,4,2415,52,38,59,30
2/13/2014 0:00,5,1866,51,39,64,30
2/13/2014 3:00,5,1764,51,38,61,30
2/13/2014 8:00,5,2437,65,38,37,30
2/13/2014 13:00,5,2642,82,27,13,70
2/14/2014 1:00,6,1832,52,37,57,0
2/15/2014 2:00,7,1789,50,41,71,0
2/15/2014 7:00,7,1965,55,29,37,30
2/16/2014 0:00,1,1859,51,42,71,70
2/16/2014 3:00,1,1687,52,50,93,100
2/17/2014 1:00,2,1806,48,43,83,0
2/17/2014 23:00,2,2023,56,49,77,100
2/18/2014 2:00,3,1782,55,48,77,100
2/19/2014 18:00,4,2932,56,49,77,30
2/20/2014 1:00,5,1869,47,44,90,30
2/20/2014 22:00,5,2293,54,47,77,30
2/20/2014 23:00,5,2058,53,48,83,30
2/22/2014 12:00,7,2267,73,25,17,70
2/22/2014 18:00,7,2662,60,33,36,70
2/22/2014 21:00,7,2396,50,35,57,30
2/23/2014 1:00,1,1790,47,37,69,30
2/23/2014 11:00,1,2092,69,32,25,30
2/23/2014 22:00,1,2169,48,44,86,30
2/23/2014 23:00,1,1961,48,45,89,30
2/24/2014 17:00,2,2686,61,51,70,30
2/25/2014 12:00,3,2488,67,49,53,30
2/25/2014 18:00,3,2942,59,50,72,70
2/25/2014 21:00,3,2542,58,49,72,100
1/1/2014 10:00,4,2304,62,30,30,0
1/1/2014 21:00,4,2471,46,39,77,30
1/2/2014 4:00,5,1832,41,31,67,30
1/2/2014 22:00,5,2340,50,33,52,30
1/3/2014 1:00,6,1879,48,33,56,30
1/3/2014 7:00,6,2385,46,28,50,30
1/3/2014 15:00,6,2485,71,37,29,70
1/3/2014 16:00,6,2567,66,44,45,70
1/4/2014 10:00,7,2216,66,33,29,70
1/4/2014 11:00,7,2209,68,33,27,70
1/4/2014 21:00,7,2480,48,45,89,30
1/5/2014 0:00,1,1920,46,44,93,70
1/5/2014 22:00,1,2195,52,22,31,0
1/6/2014 1:00,2,1797,51,11,20,0
1/6/2014 7:00,2,2472,44,9,24,0
1/6/2014 15:00,2,2521,69,23,17,30
1/6/2014 16:00,2,2590,69,25,19,30
1/7/2014 2:00,3,1842,47,12,24,0
1/7/2014 11:00,3,2547,69,6,8,30
1/8/2014 0:00,4,1916,50,46,86,70
